name,city,state,adm_rate,pd1,pd3,pd4,pd5,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,pd19,pd22,pd23,pd24,pd25,pd26,pd27,pd29,pd30,pd31,pd38,pd39,pd40,pd41,pd42,pd43,pd44,pd45,pd46,pd47,pd48,pd49,pd50,pd51,pd52,pd54,pop,debt,earnings
The Juilliard School,New York,NY,0.0843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,509,27000,29000
The King's University,Southlake,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,26500,30100
The Master's College and Seminary,Santa Clarita,CA,0.7588,0,0,0,0,0.136,0,0.024,0,0.072,0,0,0,0.016,0,0.032,0.076,0,0.06,0.004,0,0,0,0,0.248,0,0,0,0,0,0.02,0,0,0,0,0.088,0,0.184,0.04,1182,21250,38300
The New England Conservatory of Music,Boston,MA,0.2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,389,27000,28000
The New School,New York,NY,0.659,0,0.0053,0.0165,0,0.0329,0,0,0,0.0048,0,0,0,0,0,0.0308,0.0839,0,0,0,0,0.009,0,0.0027,0,0,0,0.0175,0,0,0.009,0,0,0,0,0.6959,0,0.0876,0.0042,6695,24384,40700
The Restaurant School at Walnut Hill College,Philadelphia,PA,0.8746,0,0,0,0,0,0,0,0.8058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1942,0,396,16500,32100
The Sage Colleges,Troy,NY,0.5481,0,0,0,0,0,0,0.0261,0,0.0496,0,0,0,0,0,0.0157,0.0731,0,0.0836,0.0052,0,0.0574,0,0,0,0.0131,0,0.0679,0.0261,0.0026,0.1097,0,0,0,0,0.1227,0.2141,0.1123,0.0209,1657,23375,38900
The University of Alabama,Tuscaloosa,AL,0.5105,0,0.0033,0,0.0024,0.1152,0,0.007,0,0.0762,0.0771,0,0.0044,0.0703,0,0.0178,0,0,0.0318,0.0065,0,0.0313,0,0.003,0,0.0111,0,0.0359,0.0259,0.0111,0.0405,0,0,0,0,0.0318,0.0912,0.2874,0.019,29851,23750,41900
The University of Findlay,Findlay,OH,0.7197,0.1439,0,0,0,0.0166,0.0129,0.0258,0,0.0756,0,0.0332,0.0074,0,0.0111,0.0129,0,0,0.0461,0.0129,0,0,0.0683,0,0.0055,0,0,0.0277,0.0314,0.0221,0.0166,0,0,0,0,0.0148,0.2528,0.1568,0.0055,2767,23734,40800
The University of Montana,Missoula,MT,0.9272,0,0.0618,0,0.0094,0.0622,0,0.0287,0.0127,0.034,0,0.0065,0.0172,0,0.0041,0.0307,0.0532,0,0.0442,0.0115,0,0.002,0.0418,0.0045,0,0.0237,0.0094,0.0602,0,0.0278,0.1019,0.0074,0.0094,0.0033,0.0045,0.0704,0.0757,0.16,0.0217,10969,23431,34300
The University of Tampa,Tampa,FL,0.5188,0,0.0016,0,0,0.1163,0,0.0146,0,0.0488,0,0,0.0016,0,0,0.0244,0.013,0,0.0585,0.0081,0,0.0081,0.0943,0.0057,0,0.0122,0,0.0415,0.0033,0,0.1057,0,0,0,0,0.0715,0.0699,0.2919,0.0089,6811,26000,43900
The University of Tennessee-Chattanooga,Chattanooga,TN,0.7728,0,0.0136,0,0,0.0442,0,0.0198,0,0.1025,0.0646,0.0102,0.0136,0,0.0102,0.0198,0.0062,0,0.0538,0.0074,0,0.0062,0.0821,0.0051,0,0.0351,0,0.068,0.0476,0.0108,0.0476,0,0,0,0,0.0362,0.0889,0.1891,0.0176,10213,20090.5,36100
The University of Tennessee-Knoxville,Knoxville,TN,0.7483,0.0474,0.0095,0.0136,0.0116,0.0757,0,0.0086,0,0.0234,0.1052,0,0.0161,0.0342,0,0.0329,0,0,0.0576,0.0113,0,0.005,0.0615,0.0052,0,0.02,0,0.085,0,0.0168,0.0803,0,0,0,0,0.0274,0.0435,0.1868,0.0213,21396,19998.5,42300
The University of Tennessee-Martin,Martin,TN,0.7334,0.1047,0.018,0,0,0.0204,0,0.0139,0,0.1055,0.0384,0,0.0049,0.0245,0,0.0139,0,0,0.0442,0.0041,0,0.1169,0.0842,0.0025,0,0.018,0,0.0327,0.027,0.0343,0.0335,0,0,0,0,0.0376,0.0433,0.1594,0.018,6387,24109,35600
The University of Texas at Arlington,Arlington,TX,0.614,0,0.0009,0.0088,0,0.0328,0,0.0201,0,0.0007,0.055,0,0.0191,0,0,0.0188,0.0577,0,0.0608,0.0047,0,0.0585,0.0275,0.0024,0,0.0093,0,0.0181,0.0256,0.0273,0.0304,0,0,0,0,0.0309,0.3575,0.1175,0.0157,29616,18750,45900
The University of Texas at Austin,Austin,TX,0.3966,0,0.0008,0.0062,0.013,0.1124,0.0018,0.0242,0,0,0.1087,0,0.0207,0.0358,0,0.028,0.0114,0,0.081,0.0238,0,0.0445,0.0218,0.0092,0,0.0246,0,0.0374,0,0.0073,0.1049,0,0,0,0,0.0278,0.0448,0.1898,0.0199,38914,22159.5,53000
The University of Texas at Dallas,Richardson,TX,0.6194,0,0,0,0.0021,0.0186,0,0.0404,0,0,0.0918,0,0.0204,0,0,0,0.0004,0,0.129,0.0114,0,0.0489,0,0,0,0.0204,0,0.0872,0,0.0196,0.0732,0,0,0,0,0.0622,0.035,0.3226,0.0168,14300,19000,49700
The University of Texas at El Paso,El Paso,TX,0.9989,0,0.0047,0,0.0013,0.0459,0,0.0214,0,0.0764,0.0915,0,0.0126,0,0,0.022,0,0,0.0776,0.0101,0,0.0824,0.0286,0.0035,0,0.0195,0,0.0688,0.0635,0.0138,0.0239,0,0,0,0,0.0358,0.1204,0.155,0.0214,19614,17529,39100
The University of Texas at San Antonio,San Antonio,TX,0.7591,0,0.0044,0.0262,0.0037,0.052,0,0.0172,0,0.0802,0.0641,0,0.0079,0,0,0.0311,0.0291,0,0.0619,0.0152,0,0.0013,0.0615,0.0026,0,0.0123,0,0.0785,0.0575,0.0062,0.0611,0.0128,0,0,0,0.0322,0.0258,0.2308,0.0242,23815,23348,43100
The University of Texas at Tyler,Tyler,TX,0.8358,0,0,0,0,0.0192,0,0.0192,0,0,0.0497,0.0261,0.0157,0,0,0.0357,0,0,0.0322,0.0105,0,0.1089,0.0706,0,0,0.007,0,0.0549,0.0348,0,0.0218,0,0,0,0,0.0261,0.2657,0.1716,0.0305,5550,18345,42200
The University of Texas of the Permian Basin,Odessa,TX,0.87,0,0,0,0,0.0237,0,0.0373,0,0,0.0576,0.0136,0.0305,0.0475,0,0.0254,0.0237,0,0.061,0.0186,0,0.1068,0.0695,0,0,0.0356,0,0.0814,0.0085,0.0237,0.0746,0,0,0,0,0.0254,0.0051,0.1915,0.039,3311,13750,42600
The University of Texas Rio Grande Valley,Edinburg,TX,0.628,0,0.0015,0,0.0029,0.0482,0,0.0058,0,0,0.0547,0,0.0261,0,0,0.0359,0.016,0,0.0841,0.0152,0,0.0703,0.033,0.0051,0,0.0123,0,0.0743,0.0852,0.0359,0.0417,0,0,0,0,0.045,0.1465,0.14,0.0203,17811,12036.5,39600
The University of the Arts,Philadelphia,PA,0.6954,0,0,0,0,0.0182,0,0,0,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9682,0,0,0,1726,27000,29800
The University of Virginia's College at Wise,Wise,VA,0.6882,0,0,0,0,0,0,0.0108,0,0,0.0072,0,0,0,0,0.0578,0.2238,0,0,0.0181,0,0.1119,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0.0794,0.1877,0.0722,1477,20844.5,36500
The University of West Florida,Pensacola,FL,0.4167,0,0.0146,0,0,0.056,0,0.0405,0,0.0715,0.0282,0.0132,0,0,0.0127,0.0231,0.0974,0,0.0376,0.0108,0,0.0024,0.0499,0.0047,0,0.0155,0,0.0466,0.0381,0.0287,0.0518,0,0,0,0,0.0471,0.1633,0.1252,0.0212,9794,18750,35800
Thiel College,Greenville,PA,0.6949,0,0.0353,0,0,0.0588,0,0.0176,0,0.0412,0,0,0,0,0,0.0176,0.0059,0,0.1235,0.0294,0,0,0,0.0059,0,0.0471,0,0.1118,0.1294,0,0.0353,0,0,0,0,0.0059,0.0235,0.2882,0.0235,1025,28000,37000
Thomas Aquinas College,Santa Paula,CA,0.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,16500,30200
Thomas College,Waterville,ME,0.7428,0,0,0,0,0.0327,0,0.0523,0,0.0784,0,0,0,0,0,0,0.0196,0,0,0,0,0,0.1176,0,0,0,0,0.0915,0.1634,0,0.0196,0,0,0,0,0,0,0.4248,0,851,25000,35300
Thomas More College,Crestview Hills,KY,0.9328,0,0.0053,0,0,0.0265,0,0.0159,0,0.0557,0,0,0.0027,0,0.0053,0.0371,0.0477,0,0.069,0.0106,0,0.008,0.0027,0.0186,0,0.0265,0,0.0451,0.0345,0,0.0345,0,0,0,0,0.0053,0.0531,0.4695,0.0265,1243,27000,45900
Thomas University,Thomasville,GA,0.6027,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0.0955,0,0.05,0,0,0.0409,0,0,0,0,0,0.0364,0.2773,0.1182,0.0045,0,0,0,0,0,0.25,0.0818,0,800,20756,36200
Tiffin University,Tiffin,OH,0.5438,0,0,0,0,0.0085,0,0.049,0,0.0128,0,0,0,0,0,0.0021,0.0618,0,0,0,0,0,0.0362,0,0,0,0,0.0746,0.3539,0,0.0128,0,0,0,0,0.0085,0.0746,0.3028,0.0021,2603,26000,37500
Toccoa Falls College,Toccoa Falls,GA,0.3705,0,0,0,0,0.0409,0,0,0,0.1287,0,0,0.0058,0.0175,0,0.0175,0.0702,0,0.0175,0,0,0,0.0351,0.0175,0.3509,0,0,0.152,0,0,0,0,0,0,0,0.0526,0,0.0936,0,807,23750,24900
Tougaloo College,Tougaloo,MS,0.403,0,0,0,0,0.0696,0,0.019,0,0.038,0,0,0,0.0696,0,0.0633,0,0,0.1266,0.0127,0,0.0127,0.0633,0,0,0.038,0,0.057,0,0,0.3608,0,0,0,0,0.0127,0,0.0316,0.0253,895,32750,26800
Touro College,New York,NY,0.2978,0,0,0,0,0.0255,0.0041,0.0148,0,0.0061,0,0,0,0,0.0041,0.002,0.2052,0,0.0597,0.0071,0,0.1547,0,0.0031,0,0,0,0.1516,0,0.0786,0.0174,0,0,0,0,0,0.1358,0.1291,0.001,5870,12500,29400
Towson University,Towson,MD,0.5921,0,0,0,0.0051,0.0781,0.0252,0.0461,0,0.1228,0,0,0.0072,0.0019,0,0.0263,0,0,0.0531,0.011,0,0.0082,0.0583,0.0033,0,0.0114,0,0.0781,0.0028,0.0233,0.1046,0,0,0,0,0.0648,0.1135,0.141,0.014,18546,18500,49200
Transylvania University,Lexington,KY,0.8262,0,0,0,0,0.0126,0,0.0252,0,0.0462,0,0,0.063,0,0,0.0336,0.0042,0,0.1092,0.0378,0,0.0168,0.1134,0.021,0,0.0504,0,0.1092,0,0,0.1092,0,0,0,0,0.0588,0,0.1429,0.0462,1014,27000,39700
Trevecca Nazarene University,Nashville,TN,0.7308,0,0,0,0,0.0565,0,0.0395,0,0.0678,0,0,0,0,0,0.0113,0.0028,0,0.0395,0.0056,0,0.0282,0.0367,0,0.0593,0.0028,0,0.0452,0.0311,0.0367,0,0,0,0,0,0.0508,0.0734,0.404,0.0085,1609,19500,39200
Trine University,Angola,IN,0.7599,0,0,0,0,0.0443,0,0.038,0,0.0854,0.3228,0.1013,0,0,0,0,0.0348,0,0.0127,0.0063,0,0,0.1044,0,0,0.0285,0,0.0538,0.0886,0,0,0,0,0,0,0,0,0.0791,0,1654,26000,40500
Trine University-Regional/Non-Traditional Campuses,Fort Wayne,IN,0.6667,0,0,0,0,0.0195,0,0,0,0,0,0.0325,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0.1818,0.1753,0,0,0,0,0,0,0,0.026,0.5519,0,542,26000,40500
Trinity Baptist College,Jacksonville,FL,0.6368,0,0,0,0,0,0,0,0,0.2162,0,0,0,0,0,0,0,0,0,0,0,0.3784,0,0,0.3784,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,352,16343,28100
Trinity Bible College,Ellendale,ND,0.3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1944,0,0,0,0,0,0,0,0.7222,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,212,27592,25500
Trinity Christian College,Palos Heights,IL,0.9022,0,0,0,0,0.0261,0,0.0075,0,0.2873,0,0,0,0,0,0.0075,0,0,0.0336,0.0037,0,0,0.0448,0.0075,0.0224,0.0037,0,0.0672,0.0485,0.0261,0.0075,0,0,0,0,0.0299,0.1493,0.2127,0.0149,1237,26196.5,41700
Trinity College,Hartford,CT,0.3304,0,0.0092,0,0.1066,0,0,0.011,0,0.0184,0.0423,0,0.0294,0,0,0.068,0,0,0.0882,0.0129,0,0,0,0.0221,0,0.0184,0,0.079,0,0.046,0.3199,0,0,0,0,0.0735,0,0,0.0551,2262,21000,54700
Trinity College of Nursing & Health Sciences,Rock Island,IL,0.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,203,19884,44300
Trinity Health System School of Nursing,Steubenville,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98,15250,45000
Trinity International University-Illinois,Deerfield,IL,1,0,0,0,0,0.0432,0,0,0,0.0919,0,0,0,0,0,0.0054,0.0378,0,0,0.0054,0,0,0.027,0.0108,0.2541,0,0,0.1838,0,0,0.0162,0,0,0,0,0.0378,0.0865,0.1838,0.0162,857,27000,38100
Trinity Lutheran College,Everett,WA,0.748,0,0,0,0,0.0732,0,0,0,0.0976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0.1707,0,0.1463,0,0,0,0,0,0.0976,0,0.2927,0,209,25000,37100
Trinity University,San Antonio,TX,0.4842,0,0.0213,0,0.0213,0.0774,0,0.0309,0,0.0019,0.0696,0,0.0348,0,0,0.0445,0,0,0.1044,0.0193,0,0,0,0.0232,0,0.0329,0,0.0348,0,0,0.1315,0,0,0,0,0.0774,0,0.2418,0.0329,2223,21967,54000
Trinity Washington University,Washington,DC,0.9085,0,0,0,0,0.0567,0,0,0,0.0035,0,0,0,0,0,0.0142,0.0284,0,0.0284,0.0071,0,0,0,0,0,0,0,0.2305,0.0922,0,0.078,0,0,0,0,0,0.3156,0.1312,0.0142,1665,31000,40700
Trocaire College,Buffalo,NY,0.5795,0,0,0,0,0,0,0.0217,0,0,0,0,0,0,0,0,0.0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9253,0.0361,0,1336,21485,36800
Troy University,Troy,AL,0.4414,0,0.0007,0,0,0.0306,0,0.0418,0,0.0578,0,0.001,0.007,0,0,0.0108,0.1061,0,0.0278,0.0097,0,0,0.0275,0,0,0.0035,0,0.1534,0.1347,0.0456,0.0633,0,0,0,0,0.0136,0.0668,0.1788,0.0195,15025,25000,35600
Truett-McConnell College,Cleveland,GA,0.9633,0,0,0,0,0,0,0,0,0.1522,0,0,0,0,0,0.0109,0.0217,0,0.0217,0,0,0,0,0,0.3913,0,0,0.0761,0,0,0,0,0,0,0,0,0,0.2609,0.0652,729,23500,32700
Truman State University,Kirksville,MO,0.7448,0.0186,0,0,0,0.0485,0,0.0251,0,0,0,0,0.0218,0,0,0.0858,0,0,0.0971,0.0186,0,0.0057,0.1254,0.0065,0,0.0348,0,0.0971,0.034,0,0.0631,0,0,0,0,0.0728,0.0809,0.1311,0.0332,5394,22250,43000
Tufts University,Medford,MA,0.1724,0,0.0022,0.0065,0.0266,0,0,0.031,0,0,0.1109,0,0.0281,0.0295,0,0.0396,0,0,0.0835,0.0166,0,0.0742,0,0.0194,0,0.023,0,0.0871,0,0,0.3276,0,0,0,0,0.0799,0,0,0.0144,5143,18000,65000
Tulane University of Louisiana,New Orleans,LA,0.2795,0,0.0163,0.0214,0.0062,0.0299,0,0.0434,0,0.0051,0.0377,0,0.0366,0,0.0214,0.04,0.009,0,0.0975,0.013,0,0,0,0.0124,0,0.0096,0,0.0597,0.0163,0,0.1606,0,0,0,0,0.0439,0.0659,0.2299,0.0242,7892,27000,52900
Tusculum College,Greeneville,TN,0.7194,0,0.009,0,0,0.0136,0,0,0,0.1968,0,0,0,0,0,0.0249,0,0,0.0181,0.0068,0,0.009,0.0724,0,0,0,0,0.1606,0,0,0.0204,0,0,0,0,0.009,0.0113,0.4434,0.0045,1746,28000,37700
Tuskegee University,Tuskegee,AL,0.4922,0.1315,0.0275,0.0398,0,0,0,0.0183,0,0.0153,0.159,0,0,0.0061,0,0.0336,0,0,0.0856,0.0122,0,0,0,0,0,0.0092,0,0.1131,0,0.0061,0.0398,0,0,0,0,0,0.052,0.2416,0.0092,2588,33500,36800
Ulster BOCES School of Practical Nursing,Port Ewen,NY,0.9821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,143,9500,35900
Union College,Lincoln,NE,0.5214,0,0,0,0,0.0476,0,0.034,0,0.0612,0,0,0.0272,0,0,0.0136,0.034,0,0.0476,0.0136,0,0,0.034,0,0.0408,0.0068,0,0.0068,0,0.0204,0,0,0,0,0,0.0408,0.3537,0.2109,0.0068,747,27000,37900
Union College,Schenectady,NY,0.4112,0,0,0,0.0058,0,0,0.0194,0,0,0.132,0,0.0233,0,0,0.033,0.0816,0,0.1379,0.033,0,0,0,0.0233,0,0.0913,0,0.0854,0,0,0.2699,0,0,0,0,0.0272,0,0,0.0369,2204,26679,64000
Union University,Jackson,TN,0.6858,0,0,0,0,0.0233,0,0.0248,0,0.0667,0.014,0,0.014,0.0047,0,0.0248,0,0,0.0341,0.0031,0,0.1736,0.0372,0.0357,0.0093,0.0047,0,0.0419,0,0.0744,0.0248,0,0,0,0,0.031,0.2729,0.0682,0.0171,2441,25000,39500
Unity College,Unity,ME,0.931,0.0347,0.6181,0,0,0.0139,0,0,0,0.0139,0,0.0278,0,0,0.0139,0,0.0139,0,0.1736,0,0,0,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347,0,0,585,27000,34800
Universidad Adventista de las Antillas,Mayaguez,PR,0.8405,0,0,0,0,0,0,0.0217,0,0.0598,0,0,0,0,0,0,0,0,0.0489,0,0,0,0,0,0.0815,0,0,0.0761,0,0,0,0,0,0,0,0,0.6685,0.0326,0.0109,1223,13800,18900
Universidad Central de Bayamon,Bayamón,PR,0.5042,0,0,0,0,0.0192,0,0.024,0,0.1683,0,0,0,0,0,0,0,0,0.024,0,0,0.0625,0,0.0144,0,0.0144,0,0.0817,0,0.1538,0,0,0,0,0,0,0.274,0.1635,0,1794,8250,18500
Universidad del Sagrado Corazon,Santurce,PR,0.2809,0,0,0,0,0.2584,0,0.0104,0,0.0301,0,0,0,0,0,0,0.0139,0,0.0498,0.0023,0,0.0046,0.0209,0,0,0,0,0.0313,0,0.0139,0.0232,0,0,0,0,0.044,0.3998,0.0973,0,4596,14750,19900
University at Buffalo,Buffalo,NY,0.5781,0,0,0.0198,0.0032,0.0842,0,0.0208,0,0,0.1313,0,0.0121,0,0,0.02,0,0,0.0859,0.0153,0,0.0019,0,0.0038,0,0.0268,0,0.1203,0,0,0.1549,0,0,0,0,0.0408,0.0584,0.1834,0.017,19488,19500,48400
University of Advancing Technology,Tempe,AZ,0.8345,0,0,0,0,0,0.0468,0.9474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,784,30827,47200
University of Akron Main Campus,Akron,OH,0.9571,0,0,0.0003,0.0015,0.0473,0,0.0293,0.0023,0.0964,0.0751,0.0548,0.0098,0.0245,0.004,0.0118,0.0869,0,0.0275,0.0113,0,0.0138,0.0148,0.0023,0,0.0113,0,0.0303,0.0428,0.0238,0.0308,0,0,0,0,0.0386,0.141,0.1622,0.0058,18148,26000,34300
University of Alabama at Birmingham,Birmingham,AL,0.8569,0,0,0,0.0024,0.0485,0,0.015,0,0.0882,0.0577,0,0.0111,0,0,0.0223,0.0179,0,0.0746,0.0102,0,0,0,0.0053,0,0.0204,0,0.078,0.032,0.0228,0.0524,0,0,0,0,0.0305,0.2084,0.1837,0.0184,11383,21941.5,39700
University of Alabama in Huntsville,Huntsville,AL,0.8203,0,0,0,0,0.0289,0,0.0271,0,0.0187,0.2624,0,0.0168,0,0,0.0168,0,0,0.085,0.014,0,0,0,0.0075,0,0.0261,0,0.0271,0,0,0.0177,0,0,0,0,0.0317,0.211,0.197,0.0121,5451,24097,45500
University of Arizona,Tucson,AZ,0.7462,0.0144,0.0116,0.0185,0.008,0.0422,0,0.0187,0,0.0443,0.0598,0.0061,0.0317,0.0262,0,0.0262,0,0,0.0992,0.0116,0,0.0651,0,0.0122,0,0.0251,0.0063,0.0791,0.0019,0.0195,0.0929,0,0,0,0,0.0499,0.0604,0.1505,0.0182,32646,19000,44000
University of Arkansas,Fayetteville,AR,0.6204,0.0417,0.0074,0.0179,0.0008,0.0732,0,0.0113,0,0.0433,0.096,0,0.0123,0.0512,0,0.0189,0,0,0.0525,0.0067,0,0,0.0556,0.0018,0,0.0333,0,0.0343,0.0212,0.0131,0.0735,0,0,0,0,0.0338,0.0806,0.1979,0.0218,21405,21500,43400
University of Arkansas at Little Rock,Little Rock,AR,0.5928,0,0,0,0,0.0298,0,0.0179,0,0.0286,0.0161,0.0375,0.0334,0,0,0.0316,0.0989,0,0.034,0.0089,0,0,0,0.003,0,0.0191,0,0.0596,0.0685,0.0185,0.0405,0,0,0,0,0.0322,0.2384,0.1621,0.0215,7942,21736,33900
University of Arkansas at Pine Bluff,Pine Bluff,AR,0.3868,0.0466,0.0093,0,0,0.0396,0,0.0233,0,0.0536,0,0.0909,0,0.0746,0,0.014,0.1212,0,0.1049,0.0023,0,0,0,0,0,0.0117,0,0.0396,0.1096,0.028,0.0233,0,0,0,0,0.0443,0.0163,0.1422,0.0047,2391,27728.5,27200
University of Arkansas Community College-Morrilton,Morrilton,AR,0.6181,0,0,0,0,0,0,0.0138,0,0.0166,0,0.2497,0,0.0331,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731,0.0759,0,0.0138,0.1614,0.0828,0,1920,8000.5,26100
University of Arkansas-Fort Smith,Fort Smith,AR,0.5629,0,0,0,0,0.0125,0.0024,0.04,0,0.0948,0,0.0408,0.0016,0,0.0039,0.0133,0.1348,0,0.0251,0.0008,0,0.0956,0,0,0,0.0039,0,0.0321,0.0455,0,0,0,0.0666,0.0572,0,0.0235,0.1246,0.1599,0.0212,5990,15500,30000
University of Baltimore,Baltimore,MD,0.6204,0,0.0058,0,0,0.0336,0.0599,0.0277,0,0,0,0,0,0,0.0423,0.0321,0,0,0,0,0,0.0321,0,0,0,0,0,0.0277,0.1547,0.0642,0.0438,0,0,0,0,0.0029,0.073,0.3796,0.0204,3444,20500,56500
University of Bridgeport,Bridgeport,CT,0.6072,0,0,0,0.007,0.0229,0,0,0,0,0.0035,0,0,0,0,0.0053,0.1972,0,0.0211,0.0053,0,0,0,0.0018,0,0,0,0.125,0.0352,0.0898,0.0387,0,0,0,0,0.0792,0.1778,0.1901,0,3021,27000,42700
University of California-Berkeley,Berkeley,CA,0.1602,0,0.0451,0.0206,0.0287,0.0256,0,0.0252,0,0,0.1313,0,0.0237,0,0.0167,0.0516,0,0,0.1187,0.0427,0,0.0557,0,0.0099,0,0.033,0,0.0371,0,0.0118,0.2093,0,0,0,0,0.0305,0.0206,0.0439,0.0184,27126,14200,60800
University of California-Davis,Davis,CA,0.4037,0.0492,0.0284,0.0136,0.0111,0.0312,0,0.0182,0,0.0003,0.0968,0,0.0223,0.0386,0,0.0245,0,0,0.2114,0.0136,0,0.0242,0,0.0087,0,0.0197,0,0.106,0,0,0.1657,0,0,0,0,0.0364,0.0123,0.0498,0.018,27547,14833,56400
University of California-Irvine,Irvine,CA,0.3742,0,0.0032,0.0002,0.0108,0.007,0,0.032,0,0.001,0.1057,0,0.0112,0,0,0.0253,0.0002,0,0.1359,0.0137,0,0.0492,0,0.0048,0,0.0312,0,0.1231,0,0,0.1804,0,0,0,0,0.0624,0.0994,0.0922,0.0112,24474,17000,54500
University of California-Los Angeles,Los Angeles,CA,0.1856,0,0.0095,0.0023,0.0393,0,0,0.0184,0,0,0.0802,0,0.0356,0,0,0.0497,0,0,0.1551,0.0536,0,0.0393,0,0.0231,0,0.0235,0,0.1042,0,0,0.2319,0,0,0,0,0.0537,0.007,0.0271,0.0465,29627,16126,59600
University of California-Riverside,Riverside,CA,0.5829,0,0.0142,0,0.0179,0,0,0.0146,0,0,0.0734,0,0.0205,0,0,0.0428,0.0144,0,0.1584,0.0221,0,0.0085,0,0.016,0,0.0234,0,0.0924,0,0.0092,0.208,0,0,0,0,0.0627,0,0.167,0.0343,18784,19500,47200
University of California-San Diego,La Jolla,CA,0.3329,0,0.0168,0,0.0093,0.0465,0,0.0382,0,0.001,0.1304,0,0.0094,0.022,0,0.012,0,0,0.1789,0.0239,0,0.0818,0,0.0049,0,0.0626,0,0.0844,0,0,0.1924,0,0,0,0,0.0314,0,0.042,0.012,24801,19000,59000
University of California-Santa Barbara,Santa Barbara,CA,0.3634,0,0.0474,0,0.0253,0.0673,0,0.0189,0,0,0.0437,0,0.03,0,0.001,0.0386,0.0008,0,0.0912,0.0273,0,0.0647,0,0.023,0,0.0281,0,0.1242,0,0,0.2579,0,0,0,0,0.0712,0,0.0096,0.0298,20237,16800,51400
University of California-Santa Cruz,Santa Cruz,CA,0.5572,0.0045,0.06,0,0.0305,0,0,0.0454,0,0,0.0271,0,0.0704,0,0.0194,0,0,0,0.1768,0.0135,0,0.0175,0,0.0149,0,0.042,0,0.1237,0,0.0048,0.1479,0,0,0,0,0.0882,0,0.0759,0.0374,16277,19884,43000
University of Central Arkansas,Conway,AR,0.9426,0,0.0129,0,0.0006,0.046,0,0.0155,0,0.09,0,0,0.0129,0.055,0,0.0427,0.0201,0,0.0466,0.0162,0,0.0097,0.0123,0.0052,0,0.0201,0,0.0641,0,0.0045,0.0447,0,0,0,0,0.0621,0.2117,0.1981,0.0091,9232,21500,36500
University of Central Florida,Orlando,FL,0.4961,0,0,0.0012,0.0005,0.0457,0,0.0219,0,0.0848,0.0612,0,0.003,0,0.0188,0.0202,0.0422,0,0.0472,0.0039,0,0.0503,0,0.0019,0,0.0042,0,0.0865,0.0386,0.0158,0.0462,0,0,0,0,0.0395,0.1414,0.2135,0.0116,52280,18350,42900
University of Central Missouri,Warrensburg,MO,0.7795,0.012,0,0,0,0.0376,0.006,0.018,0,0.1656,0,0.0735,0.006,0.0223,0,0.0087,0.0463,0.0005,0.0447,0.0011,0,0.0022,0.0049,0.0011,0,0.0022,0,0.0354,0.0866,0.0327,0.0229,0,0,0,0.0093,0.0681,0.1362,0.1405,0.0158,9017,22983,36600
University of Central Oklahoma,Edmond,OK,0.9032,0,0,0,0,0.0678,0.0138,0.0126,0.0073,0.0805,0.0107,0,0.0065,0.0264,0.0034,0.0142,0.123,0,0.0337,0.005,0,0,0.0249,0.0054,0,0.0077,0,0.0437,0.0563,0.0038,0.0399,0,0,0,0,0.0644,0.0916,0.2434,0.0138,14728,21325,38300
